Coord_centroid,Bbox,Face,Name_hdr,Species
"(1848.8044768736088, 1090.3079396487756)","[1786, 2342, 1911, 2438]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain70.hdr,2
"(1866.8104950495049, 1452.9077227722773)","[1814, 2686, 1920, 2820]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain71.hdr,2
"(1911.5991527364324, 2695.222807419281)","[1867, 3932, 1957, 4060]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain72.hdr,2
"(56.925615638486924, 1360.422315308454)","[0, 2621, 120, 2703]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain0.hdr,4
"(42.125739644970416, 4348.258875739645)","[0, 5585, 91, 5714]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain1.hdr,4
"(27.43800596506178, 6006.5494958102545)","[0, 7238, 60, 7376]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain2.hdr,4
"(32.098496530454895, 6458.435620663068)","[0, 7704, 75, 7803]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain3.hdr,4
"(63.51184952978056, 2648.105579937304)","[4, 3905, 122, 3995]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain4.hdr,4
"(58.9705325443787, 5173.881656804734)","[8, 6413, 108, 6537]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain5.hdr,4
"(69.09020418712846, 5554.6899715688805)","[27, 6791, 112, 6921]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain6.hdr,4
"(97.60466217015738, 4807.656963672938)","[31, 6066, 164, 6151]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain7.hdr,4
"(90.20129325829242, 574.4997006346546)","[34, 1813, 143, 1938]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain8.hdr,4
"(78.93858541206188, 2227.1847173981687)","[43, 3468, 115, 3586]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain9.hdr,4
"(101.48773209549071, 1799.461427939876)","[49, 3036, 157, 3165]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain10.hdr,4
"(105.65466135458168, 963.5085258964143)","[66, 2205, 146, 2324]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain11.hdr,4
"(146.7589119364054, 3061.144578313253)","[103, 4294, 191, 4428]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain12.hdr,4
"(145.6546482856133, 3471.562389536939)","[107, 4703, 188, 4841]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain13.hdr,4
"(147.8500781583061, 3810.200653687651)","[112, 5046, 185, 5175]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain14.hdr,4
"(392.21331802525833, 6506.0195177956375)","[353, 7737, 433, 7875]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain15.hdr,4
"(419.69555112881807, 3270.0561088977424)","[369, 4528, 473, 4614]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain16.hdr,4
"(416.35632504886905, 5121.790142418319)","[378, 6362, 458, 6483]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain17.hdr,4
"(477.9655130833233, 5950.846858796575)","[405, 7212, 546, 7296]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain18.hdr,4
"(468.21287379624937, 5634.849974657882)","[410, 6885, 526, 6984]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain19.hdr,4
"(481.23946620536265, 1398.4302483627825)","[420, 2653, 545, 2745]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain20.hdr,4
"(482.8462533819551, 4747.404423009058)","[420, 6003, 547, 6090]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain21.hdr,4
"(456.89309932189866, 595.460577050924)","[422, 1826, 492, 1964]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain22.hdr,4
"(509.08693609022555, 2874.2065319548874)","[436, 4134, 581, 4212]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain23.hdr,4
"(494.375029280862, 2616.1526118528927)","[437, 3859, 549, 3974]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain24.hdr,4
"(501.1671535215839, 2231.6554149085796)","[440, 3478, 564, 3590]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain25.hdr,4
"(509.3400395778364, 3758.1845866314866)","[451, 5000, 568, 5118]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain26.hdr,4
"(522.919259882254, 1793.9313148303897)","[464, 3049, 582, 3140]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain27.hdr,4
"(556.7050065876152, 4303.859815546772)","[508, 5540, 607, 5664]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain28.hdr,4
"(557.0863727666772, 1022.0758008246115)","[511, 2255, 608, 2391]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain29.hdr,4
"(777.1579684763573, 6470.294337419731)","[710, 7729, 850, 7815]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain30.hdr,4
"(789.0518808558244, 4806.358551251573)","[730, 6060, 852, 6156]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain31.hdr,4
"(836.5952261934516, 5638.865283679081)","[767, 6903, 906, 6975]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain32.hdr,4
"(826.6960621186911, 3074.673211314476)","[779, 4307, 878, 4446]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain33.hdr,4
"(863.3644949575796, 5062.376340643509)","[829, 6298, 899, 6429]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain34.hdr,4
"(899.3455338746819, 5969.027027027027)","[831, 7225, 974, 7308]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain35.hdr,4
"(897.6951772811292, 2210.5893127205513)","[851, 3461, 944, 3562]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain36.hdr,4
"(934.2396781706542, 1895.9726868515775)","[865, 3152, 1007, 3240]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain37.hdr,4
"(944.8623404833016, 2606.882161281564)","[887, 3839, 1003, 3975]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain38.hdr,4
"(966.3201115587233, 3950.4198946389834)","[921, 5180, 1014, 5323]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain39.hdr,4
"(972.7802994296578, 4299.3508792775665)","[926, 5536, 1021, 5664]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain40.hdr,4
"(970.1289582377237, 3538.1763423588804)","[932, 4764, 1013, 4911]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain41.hdr,4
"(1009.5411208151382, 1342.038816108685)","[950, 2591, 1074, 2693]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain42.hdr,4
"(1038.7742508586996, 479.9037072130759)","[995, 1713, 1083, 1846]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain43.hdr,4
"(1049.7454119484576, 938.8762202264741)","[997, 2203, 1106, 2275]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain44.hdr,4
"(1212.7939292676135, 5524.291098115659)","[1138, 6777, 1290, 6873]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain45.hdr,4
"(1277.2048502663972, 4767.710729377181)","[1203, 6012, 1349, 6124]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain46.hdr,4
"(1314.2421765995614, 5970.413294797688)","[1237, 7224, 1388, 7318]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain47.hdr,4
"(1304.5904810820066, 6503.779318609827)","[1247, 7730, 1362, 7876]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain48.hdr,4
"(1286.2773395864422, 5102.106267320401)","[1248, 6326, 1326, 6477]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain49.hdr,4
"(1328.2083075972823, 3476.582303891291)","[1262, 4742, 1395, 4811]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain50.hdr,4
"(1344.0797470094872, 1761.116183143132)","[1279, 3012, 1406, 3113]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain51.hdr,4
"(1353.9257867543447, 3108.7787693752935)","[1283, 4354, 1428, 4465]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain52.hdr,4
"(1377.7965217391304, 525.5770251716248)","[1306, 1770, 1448, 1885]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain53.hdr,4
"(1373.2241082939406, 1387.2118607649334)","[1307, 2636, 1442, 2738]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain54.hdr,4
"(1354.0090689238211, 3915.982345828295)","[1308, 5150, 1401, 5283]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain55.hdr,4
"(1389.245917026469, 4290.203773230712)","[1314, 5538, 1463, 5643]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain56.hdr,4
"(1445.772150424962, 2239.1997904296195)","[1395, 3475, 1495, 3604]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain57.hdr,4
"(1481.7615010423906, 2698.6143154968727)","[1405, 3969, 1562, 4032]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain58.hdr,4
"(1502.3864403090652, 932.4834040700838)","[1453, 2169, 1553, 2297]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain59.hdr,4
"(1621.7793287160362, 4723.805860415557)","[1565, 5961, 1680, 6085]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain60.hdr,4
"(1658.525401206174, 5613.557804354493)","[1608, 6848, 1710, 6981]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain61.hdr,4
"(1698.4150032615787, 6493.998956294847)","[1657, 7729, 1741, 7859]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain62.hdr,4
"(1736.8387421665175, 5130.495971351836)","[1676, 6375, 1797, 6486]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain63.hdr,4
"(1759.3368730808597, 587.6436796315251)","[1697, 1842, 1825, 1937]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain64.hdr,4
"(1780.7110728505327, 6011.504142903261)","[1737, 7243, 1828, 7379]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain65.hdr,4
"(1836.669632070291, 4335.425260845689)","[1766, 5591, 1911, 5680]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain66.hdr,4
"(1823.2529505582138, 3983.6177565124935)","[1775, 5219, 1872, 5352]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain67.hdr,4
"(1851.215165470708, 2613.31037806576)","[1784, 3865, 1923, 3961]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain68.hdr,4
"(1836.3583267561169, 3012.6185872138913)","[1786, 4245, 1888, 4380]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain69.hdr,4
"(1858.16862381541, 1416.4103831891223)","[1791, 2660, 1926, 2772]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain70.hdr,4
"(1867.408012400143, 3502.372123524502)","[1796, 4767, 1945, 4842]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain71.hdr,4
"(1854.2757470263998, 1045.78561067595)","[1799, 2298, 1909, 2394]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain72.hdr,4
"(1872.2097658196312, 2164.5851519681114)","[1809, 3403, 1934, 3528]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain73.hdr,4
"(1915.1509775524983, 1797.967414916727)","[1841, 3059, 1991, 3136]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain74.hdr,4
"(46.78967741935484, 3885.617634408602)","[5, 5127, 90, 5246]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain0.hdr,4
"(110.43186090225564, 4207.611959586467)","[48, 5466, 177, 5553]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain1.hdr,4
"(108.60122554796135, 5085.851520150836)","[53, 6327, 163, 6446]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain2.hdr,4
"(106.06461159062886, 2648.256473489519)","[66, 3884, 147, 4014]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain3.hdr,4
"(141.60168302945303, 3081.521505376344)","[75, 4341, 213, 4424]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain4.hdr,4
"(147.18151931431254, 4776.103440178466)","[79, 6035, 218, 6116]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain5.hdr,4
"(171.21253371002953, 6449.21317580583)","[110, 7704, 236, 7791]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain6.hdr,4
"(156.23530130790857, 1424.9579513506906)","[113, 2661, 202, 2790]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain7.hdr,4
"(155.6684085510689, 2204.6389548693587)","[117, 3448, 194, 3563]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain8.hdr,4
"(197.9214533235325, 1847.108369211383)","[136, 3089, 260, 3205]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain9.hdr,4
"(181.91511493514832, 6013.707075895723)","[139, 7247, 223, 7381]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain10.hdr,4
"(198.49637721547208, 564.8131757886523)","[156, 1789, 244, 1941]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain11.hdr,4
"(198.22746097483275, 986.6914622491239)","[166, 2223, 230, 2351]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain12.hdr,4
"(212.317132583227, 3468.2667903955457)","[169, 4701, 257, 4836]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain13.hdr,4
"(246.79083094555875, 5577.777750093434)","[191, 6823, 303, 6930]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain14.hdr,4
"(376.38188256796894, 3897.949508795979)","[334, 5130, 416, 5275]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain15.hdr,4
"(512.5287501313992, 876.9369284137496)","[451, 2121, 574, 2235]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain16.hdr,4
"(530.811120917917, 5660.560206783508)","[468, 6913, 597, 7010]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain17.hdr,4
"(545.1896918767507, 1382.582969187675)","[480, 2636, 615, 2726]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain18.hdr,4
"(558.6044975404076, 1747.9936753338018)","[508, 2994, 610, 3105]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain19.hdr,4
"(564.8102325581395, 2244.7890439276484)","[517, 3477, 615, 3616]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain20.hdr,4
"(566.4450254381006, 5145.458451102318)","[522, 6388, 611, 6507]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain21.hdr,4
"(576.6708923076923, 4225.323323076923)","[539, 5458, 620, 5595]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain22.hdr,4
"(602.059687200766, 3418.8544526013407)","[546, 4678, 661, 4758]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain23.hdr,4
"(604.1201405666593, 2597.7403909510213)","[560, 3830, 652, 3963]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain24.hdr,4
