Coord_centroid,Bbox,Face,Name_hdr,Species
"(1742.2661719096145, 4282.4745237040315)","[1678, 5522, 1803, 5643]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain66.hdr,6
"(1024.5035659348343, 2629.450006992029)","[984, 3867, 1062, 3995]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain38.hdr,8
"(994.5324127349444, 2644.798107658867)","[959, 3875, 1031, 4015]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain39.hdr,5
"(1095.8908291893142, 925.7958829651902)","[1025, 2179, 1170, 2272]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain42.hdr,5
"(1305.1665429873847, 6526.12265451076)","[1264, 7754, 1347, 7897]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain49.hdr,6
"(11.36435124508519, 4356.083879423329)","[0, 5617, 29, 5690]",2,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain2.hdr,6
"(541.4004652301666, 1763.3443927522037)","[478, 3020, 605, 3107]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain27.hdr,2
"(1402.1088551613227, 341.6781586089054)","[1338, 1592, 1469, 1691]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain47.hdr,2
"(1373.2241082939406, 1387.2118607649334)","[1307, 2636, 1442, 2738]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain54.hdr,4
"(1046.904772499722, 2185.067526977417)","[971, 3445, 1123, 3528]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain40.hdr,5
"(594.3035758939735, 2628.802575643911)","[531, 3878, 661, 3982]",2,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain18.hdr,5
"(1936.6680864325783, 1430.5847704134635)","[1878, 2670, 1998, 2796]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain72.hdr,1
"(174.8762648904829, 3899.376200845395)","[140, 5122, 210, 5273]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain12.hdr,7
"(1835.480910267472, 3484.8908541846417)","[1773, 4733, 1901, 4835]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain71.hdr,7
"(1390.1490078982854, 5482.757175881333)","[1340, 6711, 1439, 6856]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain57.hdr,7
"(1320.0881708020772, 4708.566416618581)","[1263, 5950, 1377, 6068]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain48.hdr,6
"(1498.7369872457773, 2910.308284499598)","[1459, 4137, 1540, 4286]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain54.hdr,5
"(989.2789755937397, 4793.735580606326)","[918, 6047, 1062, 6142]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain34.hdr,1
"(1907.639298669891, 2656.9136638452237)","[1869, 3882, 1948, 4035]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain73.hdr,1
"(1004.8293344460672, 3408.4331316503235)","[918, 4671, 1084, 4748]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain32.hdr,8
"(966.1665656565657, 3394.0439393939396)","[901, 4633, 1025, 4757]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain32.hdr,8
"(1360.811142292901, 3021.9030246336138)","[1320, 4245, 1402, 4395]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain54.hdr,7
"(102.87404942965779, 5644.732414448669)","[49, 6890, 160, 7005]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain8.hdr,6
"(1620.1274403470716, 4350.5082700650755)","[1570, 5596, 1674, 5706]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain61.hdr,2
"(364.7015406162465, 3492.115406162465)","[324, 4727, 407, 4859]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain18.hdr,3
"(92.80888759802498, 1482.4721173395294)","[60, 2715, 127, 2853]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain9.hdr,7
"(1313.7530639116783, 1817.1351159728554)","[1270, 3043, 1359, 3196]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain50.hdr,7
"(1356.7520161290322, 1067.4348635235733)","[1303, 2324, 1410, 2413]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain47.hdr,8
"(1002.663850110213, 1360.333210874357)","[955, 2597, 1045, 2720]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain34.hdr,8
"(993.8032990974167, 1378.027388733271)","[930, 2624, 1060, 2734]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain42.hdr,7
"(129.43291389792168, 5535.844620387389)","[97, 6766, 162, 6909]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain5.hdr,7
"(171.21253371002953, 6449.21317580583)","[110, 7704, 236, 7791]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain6.hdr,4
"(707.4949198188273, 3875.016648304566)","[633, 5139, 782, 5214]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain27.hdr,5
"(124.7430935709739, 1598.2562698917886)","[85, 2833, 164, 2960]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain2.hdr,2
"(808.5381448604143, 512.0837514473176)","[735, 1778, 880, 1851]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain27.hdr,6
"(1318.336647423562, 1397.9005772931366)","[1253, 2646, 1383, 2752]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain47.hdr,6
"(188.2859768907563, 1064.532825630252)","[147, 2299, 233, 2431]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain10.hdr,3
"(973.0783443139502, 2689.511458034947)","[931, 3926, 1017, 4052]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain33.hdr,3
"(392.21331802525833, 6506.0195177956375)","[353, 7737, 433, 7875]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain15.hdr,4
"(261.58673762945915, 1921.5240218642118)","[226, 3155, 300, 3295]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain14.hdr,5
"(1846.3182370484922, 2945.7530100519166)","[1782, 4193, 1915, 4300]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain69.hdr,1
"(949.6287039966255, 1366.995781925551)","[906, 2596, 998, 2738]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain40.hdr,7
"(955.9214452214452, 1985.7268065268065)","[903, 3224, 1006, 3349]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain40.hdr,2
"(653.7870434984881, 2548.368574086997)","[614, 3776, 696, 3924]",2,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain28.hdr,1
"(1957.1085137795276, 2130.1245078740158)","[1899, 3375, 2021, 3484]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain74.hdr,8
"(1855.9912494461676, 3882.38447053611)","[1795, 5127, 1916, 5241]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain71.hdr,6
"(925.6399307559146, 3484.2839007501443)","[870, 4725, 981, 4843]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain31.hdr,6
"(553.46352, 5128.44592)","[519, 6364, 590, 6496]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain17.hdr,8
"(993.5662454528049, 4298.115738081562)","[926, 5542, 1060, 5660]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain36.hdr,1
"(1502.431292238378, 749.6471431497031)","[1433, 1999, 1572, 2099]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain57.hdr,2
"(519.9276180698151, 4305.834830595482)","[443, 5567, 595, 5641]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain18.hdr,5
"(1730.0149589362534, 1475.6539890496676)","[1653, 2733, 1812, 2819]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain64.hdr,6
"(515.5521671424864, 6002.925901894628)","[477, 7237, 553, 7369]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain24.hdr,6
"(529.121222727803, 2616.8261579745654)","[491, 3843, 567, 3994]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain21.hdr,1
"(1039.8609826228278, 957.9292411551444)","[976, 2217, 1105, 2300]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain38.hdr,2
"(1512.9424028640624, 5581.985574391913)","[1444, 6832, 1587, 6932]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain50.hdr,5
"(1809.6340178475432, 6408.012901838512)","[1739, 7660, 1876, 7760]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain60.hdr,8
"(945.6597614563716, 2677.677840552417)","[909, 3907, 982, 4046]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain41.hdr,7
"(1881.0841788382206, 3052.039915263686)","[1819, 4299, 1944, 4408]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain73.hdr,6
"(566.4450254381006, 5145.458451102318)","[522, 6388, 611, 6507]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain21.hdr,4
"(1809.1579685141255, 3482.602436920423)","[1739, 4738, 1879, 4827]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain69.hdr,7
"(160.02566918325326, 3458.494577899794)","[100, 4718, 226, 4799]",1,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain7.hdr,7
"(39.547036989632666, 3918.207090746192)","[0, 5150, 78, 5290]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain1.hdr,6
"(1212.7939292676135, 5524.291098115659)","[1138, 6777, 1290, 6873]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain45.hdr,4
"(219.70131793277062, 1731.6081741448245)","[185, 2965, 254, 3101]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain14.hdr,8
"(1978.278896772717, 1387.4647516594187)","[1920, 2629, 2033, 2746]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain73.hdr,8
"(118.86969500324464, 5710.564568462038)","[85, 6931, 155, 7087]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain10.hdr,1
"(1951.9988705882354, 5069.5923764705885)","[1902, 6294, 2005, 6447]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain73.hdr,1
"(10.000838926174497, 5913.247483221477)","[0, 7180, 27, 7244]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain5.hdr,6
"(620.8864883018023, 1006.4596440165678)","[544, 2268, 697, 2344]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain27.hdr,5
"(1369.1389599317988, 5182.70563877725)","[1329, 6417, 1409, 6550]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain50.hdr,5
"(836.5952261934516, 5638.865283679081)","[767, 6903, 906, 6975]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain32.hdr,4
"(2021.3935071323167, 563.5136907689786)","[1988, 1791, 2048, 1926]",2,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain74.hdr,8
"(1032.6313465783664, 2224.9122191923125)","[982, 3468, 1084, 3584]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain43.hdr,8
"(665.0929723817337, 5584.372026251025)","[603, 6839, 725, 6928]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain28.hdr,2
"(448.8736721873215, 6054.252198743575)","[402, 7285, 497, 7422]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain16.hdr,7
"(1336.3855356171832, 1768.8511419249592)","[1302, 3001, 1371, 3136]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain53.hdr,6
"(1465.5110987172336, 2231.2851087562744)","[1411, 3471, 1522, 3598]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain53.hdr,8
"(1900.6683487223534, 1738.8222031350656)","[1850, 2971, 1956, 3106]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain64.hdr,5
"(160.56545667447307, 3817.942857142857)","[125, 5042, 197, 5197]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain7.hdr,1
"(1713.4068079774459, 4645.5514252897565)","[1670, 5871, 1758, 6018]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain63.hdr,7
"(138.96535031847134, 6448.943439490446)","[84, 7696, 194, 7802]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain4.hdr,7
"(908.5809481216457, 577.8623658318426)","[869, 1804, 948, 1952]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain40.hdr,3
"(1912.9255873285852, 4340.256936324014)","[1834, 5598, 1993, 5683]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain74.hdr,6
"(200.9613469034214, 6462.19911216977)","[155, 7691, 248, 7833]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain15.hdr,1
"(511.4014456791455, 3110.5968281368)","[470, 4337, 555, 4481]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain23.hdr,7
"(609.8652326033433, 4716.189063107425)","[573, 5948, 651, 6088]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain28.hdr,1
"(966.3201115587233, 3950.4198946389834)","[921, 5180, 1014, 5323]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain39.hdr,4
"(359.80477246330906, 1441.7945306725794)","[309, 2676, 411, 2808]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain12.hdr,6
"(1304.5904810820066, 6503.779318609827)","[1247, 7730, 1362, 7876]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain48.hdr,4
"(1336.6791437308868, 6574.728440366973)","[1265, 7839, 1413, 7914]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain45.hdr,8
"(585.9535807733307, 4268.998061827697)","[535, 5497, 635, 5645]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain27.hdr,7
"(42.24905495783658, 3474.0126490258795)","[9, 4709, 78, 4844]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain2.hdr,7
"(952.6800663075011, 4641.8270479347975)","[881, 5907, 1024, 5980]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain30.hdr,4
"(1848.8044768736088, 1090.3079396487756)","[1786, 2342, 1911, 2438]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain70.hdr,2
"(910.473691797607, 3904.816347124117)","[865, 5144, 960, 5266]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain36.hdr,7
"(168.7181603773585, 536.9037441037735)","[125, 1782, 214, 1896]",1,var8_2020_x74y17_8000_us_2x_2022-04-27T083229_corr_grain9.hdr,8
"(1857.6211483797613, 2046.0607163160887)","[1794, 3294, 1924, 3401]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain66.hdr,2
"(884.2298039215686, 3575.3823529411766)","[824, 4830, 946, 4922]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain34.hdr,2
"(24.999156687468375, 1409.0573452521505)","[0, 2647, 57, 2774]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain0.hdr,6
"(599.8810306296832, 1416.5384514263178)","[565, 2638, 633, 2790]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain26.hdr,1
"(1120.612165296226, 4711.839974699557)","[1044, 5968, 1200, 6058]",0,var3_2020_x77y15_8000_us_2x_2022-04-27T084904_corr_grain42.hdr,3
"(612.2150290579808, 3427.5204757399647)","[573, 4662, 654, 4794]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain24.hdr,5
"(1049.1757084265473, 2253.8426547352724)","[984, 3489, 1112, 3622]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain40.hdr,1
"(1449.90150368352, 4323.8421636895755)","[1406, 5549, 1493, 5700]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain56.hdr,1
"(181.91511493514832, 6013.707075895723)","[139, 7247, 223, 7381]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain10.hdr,4
"(73.22421924792862, 6002.79056724028)","[37, 7233, 110, 7374]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain5.hdr,7
"(1382.9766754781526, 5101.687917897683)","[1351, 6339, 1419, 6463]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain59.hdr,7
"(845.5505935556812, 3110.635048049746)","[774, 4364, 913, 4458]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain31.hdr,6
"(544.2237400987258, 4772.723797497417)","[484, 6018, 603, 6127]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain19.hdr,3
"(1333.654555776327, 5551.585769703851)","[1283, 6778, 1385, 6927]",1,var7_x82y19_8000_us_2x_2022-04-26T084832_corr_grain45.hdr,7
"(1019.4176144648586, 2215.6462525517645)","[968, 3441, 1070, 3587]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain44.hdr,7
"(1388.2310990424467, 1227.9544090324425)","[1317, 2496, 1459, 2563]",1,var5_x72y18_8000_us_2x_2022-04-26T091027_corr_grain44.hdr,5
"(53.68156920799408, 3025.6171724648407)","[17, 4260, 90, 4394]",0,var6_2020_x80y20_8000_us_2x_2022-04-27T080312_corr_grain5.hdr,6
"(631.6965859030837, 6402.747907488987)","[589, 7633, 677, 7772]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain28.hdr,4
"(1915.2106176266482, 5961.186213277816)","[1862, 7195, 1973, 7325]",1,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain72.hdr,1
"(1900.5809217577707, 1383.7488388710253)","[1859, 2619, 1944, 2751]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain72.hdr,8
"(570.6175462645648, 3572.045647703907)","[526, 4809, 619, 4932]",0,var5_x72y18_8000_us_2x_2022-04-26T090114_corr_grain26.hdr,5
"(1406.4160363086232, 5915.732361435841)","[1373, 7148, 1445, 7286]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T122543_corr_grain52.hdr,1
"(790.1538367844092, 5119.103288672351)","[734, 6363, 849, 6476]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain30.hdr,2
"(987.3264738598443, 3134.5533926585094)","[931, 4383, 1044, 4491]",1,var3_2020_x77y15_8000_us_2x_2022-04-27T085658_corr_grain34.hdr,3
"(533.3015573383672, 3803.1289523360074)","[483, 5045, 586, 5160]",1,var2_2020_x73y16_8000_us_2x_2022-04-26T110106_corr_grain17.hdr,2
"(140.43356026222895, 4350.768784669693)","[99, 5586, 186, 5717]",0,var7_x82y19_8000_us_2x_2022-04-26T083429_corr_grain6.hdr,7
"(1391.2807829524636, 3896.780252627519)","[1306, 5158, 1479, 5238]",0,var1_2020_x75y20_8000_us_2x_2022-04-26T130045_corr_grain49.hdr,1
"(1868.8328959923665, 6507.011092557252)","[1814, 7743, 1923, 7867]",0,var8_2020_x74y17_8000_us_2x_2022-04-27T082434_corr_grain64.hdr,8
"(1346.023506784913, 503.94016454749436)","[1292, 1740, 1398, 1870]",1,var6_2020_x80y20_8000_us_2x_2022-04-27T081116_corr_grain51.hdr,6
