Coord_centroid,Bbox,Face,Name_hdr,Species
"(452.34463684463685, 4043.634199134199)","[394, 5294, 511, 5393]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain20.hdr,2
"(1263.6494050242397, 4671.767739092111)","[1202, 5918, 1328, 6027]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain48.hdr,2
"(889.2102154653834, 1498.9162200590615)","[833, 2739, 951, 2859]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain36.hdr,2
"(1884.7626418988648, 919.7331564204629)","[1820, 2177, 1948, 2260]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain65.hdr,4
"(1024.4699223803364, 3021.884432945235)","[984, 4247, 1067, 4397]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain40.hdr,4
"(897.6951772811292, 2210.5893127205513)","[851, 3461, 944, 3562]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain36.hdr,4
"(1486.593059490085, 2651.015722379603)","[1438, 3886, 1538, 4016]",2,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain59.hdr,4
"(1872.2952329941081, 1348.0226031065881)","[1822, 2577, 1922, 2715]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain66.hdr,4
"(468.21287379624937, 5634.849974657882)","[410, 6885, 526, 6984]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain19.hdr,4
"(23.49442655437206, 5309.213029477334)","[0, 6558, 56, 6651]",2,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain1.hdr,2
"(1428.0412192902638, 574.9019108280255)","[1352, 1827, 1505, 1923]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain51.hdr,4
"(974.7867030201343, 3859.744546979866)","[933, 5088, 1020, 5233]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain34.hdr,4
"(1438.9910830391975, 4259.794909901542)","[1388, 5490, 1493, 5632]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain56.hdr,4
"(541.4004652301666, 1763.3443927522037)","[478, 3020, 605, 3107]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain27.hdr,2
"(557.0863727666772, 1022.0758008246115)","[511, 2255, 608, 2391]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain29.hdr,4
"(1854.2757470263998, 1045.78561067595)","[1799, 2298, 1909, 2394]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain72.hdr,4
"(1405.0965758607642, 5003.176787741203)","[1325, 6258, 1491, 6346]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain48.hdr,4
"(65.14338873728603, 3883.045150086827)","[10, 5128, 118, 5240]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain5.hdr,2
"(759.9266684607104, 6532.739101184069)","[710, 7780, 814, 7888]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain29.hdr,2
"(1593.3283032319391, 5714.016397338403)","[1540, 6958, 1652, 7073]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain60.hdr,2
"(556.7050065876152, 4303.859815546772)","[508, 5540, 607, 5664]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain28.hdr,4
"(576.6708923076923, 4225.323323076923)","[539, 5458, 620, 5595]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain22.hdr,4
"(1070.3917132689376, 4248.354473817997)","[1011, 5496, 1128, 5603]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain44.hdr,4
"(564.8102325581395, 2244.7890439276484)","[517, 3477, 615, 3616]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain20.hdr,4
"(1400.1320280026252, 1413.5971341063225)","[1332, 2663, 1469, 2765]",1,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain49.hdr,4
"(472.5012970969734, 995.7108091414453)","[420, 2241, 531, 2349]",0,var2_2020_x73y16_8000_us_2x_2022-04-26T104203_corr_grain22.hdr,2
"(46.78967741935484, 3885.617634408602)","[5, 5127, 90, 5246]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T093216_corr_grain0.hdr,4
"(1736.8387421665175, 5130.495971351836)","[1676, 6375, 1797, 6486]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain63.hdr,4
"(1915.1509775524983, 1797.967414916727)","[1841, 3059, 1991, 3136]",0,var4_2020_x82y12_8000_us_2x_2022-04-27T092007_corr_grain74.hdr,4
